,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
141,1976398179,22582,10.2307/1880744,Journal,some additional results on investment risk taking and full loss offset corporate taxation with interest deductibility,"Some Additional Results on Investment, Risk Taking, and Full Loss Offset Corporate Taxation with Interest Deductibility",,1981,1981-11-01,,Oxford University Press,203860005.0,,,96.0,4.0,631,642.0,6,33,50,Quarterly Journal of Economics,,,,2016-06-24,1698540239,204722609.0,1,Jack M. Mintz,(Queen's University) ,14466,jack mintz,Jack Mintz,168635309.0,282,206,2709,2016-06-24
142,1486074411,23392,10.2307/1883088,Journal,ranking of tariffs under monopoly power in trade,Ranking of Tariffs under Monopoly Power in Trade,,1969,1969-05-01,,Oxford University Press,203860005.0,,,83.0,2.0,330,335.0,0,16,16,Quarterly Journal of Economics,1486074411.0,23229.0,,2016-06-24,621481202,63966007.0,1,Jagdish N. Bhagwati,Massachusetts Institute Of Technology#TAB#,12720,jagdish n bhagwati,Jagdish N. Bhagwati,78577930.0,520,446,20756,2016-06-24
142,1486074411,23392,10.2307/1883088,Journal,ranking of tariffs under monopoly power in trade,Ranking of Tariffs under Monopoly Power in Trade,,1969,1969-05-01,,Oxford University Press,203860005.0,,,83.0,2.0,330,335.0,0,16,16,Quarterly Journal of Economics,1486074411.0,23229.0,,2016-06-24,2056669582,31746571.0,2,Murray C. Kemp,"University of New South Wales,#TAB#",13896,murray c kemp,Murray C. Kemp,31746571.0,312,286,4146,2016-06-24
143,2006558343,19720,10.1162/003355398555847,Journal,workers machines and economic growth,"Workers, Machines, and Economic Growth",,1998,1998-11-01,2000-01-16,Oxford University Press,203860005.0,,,113.0,4.0,1091,1117.0,23,219,469,Quarterly Journal of Economics,2006558343.0,19676.0,,2016-06-24,67435559,197251160.0,1,Joseph Zeira,The Hebrew University of Jerusalem and CEPR,14536,joseph zeira,Joseph Zeira,197251160.0,77,45,4226,2016-06-24
144,2135106151,20440,10.1093/QJE/QJT011,Journal,marriage institutions and sibling competition evidence from south asia,Marriage Institutions and Sibling Competition: Evidence from South Asia*,,2013,2013-04-05,2013-07-04,Oxford University Press,203860005.0,,,128.0,3.0,1017,1072.0,59,39,118,Quarterly Journal of Economics,2135106151.0,20220.0,,2016-06-24,2156167401,1321305853.0,1,Tom S. Vogl,Princeton University and National Bureau of Economic Research,16280,tom vogl,Tom Vogl,20089843.0,58,32,1092,2016-06-24
145,2150119583,17482,10.1162/QJEC.2006.121.2.635,Journal,tying odysseus to the mast evidence from a commitment savings product in the philippines,Tying Odysseus to the Mast: Evidence From a Commitment Savings Product in the Philippines,,2006,2006-05-01,,Oxford University Press,203860005.0,,,121.0,2.0,635,672.0,37,942,1766,Quarterly Journal of Economics,2150119583.0,17230.0,,2016-06-24,2046686187,136199984.0,1,Nava Ashraf,"Harvard University , ",15074,nava ashraf,Nava Ashraf,909854389.0,97,68,3855,2016-06-24
145,2150119583,17482,10.1162/QJEC.2006.121.2.635,Journal,tying odysseus to the mast evidence from a commitment savings product in the philippines,Tying Odysseus to the Mast: Evidence From a Commitment Savings Product in the Philippines,,2006,2006-05-01,,Oxford University Press,203860005.0,,,121.0,2.0,635,672.0,37,942,1766,Quarterly Journal of Economics,2150119583.0,17230.0,,2016-06-24,2232003916,63966007.0,2,Dean S. Karlan,Yale University and M.I.T. Poverty Action Lab,13604,dean karlan,Dean Karlan,111979921.0,399,246,13588,2016-06-24
145,2150119583,17482,10.1162/QJEC.2006.121.2.635,Journal,tying odysseus to the mast evidence from a commitment savings product in the philippines,Tying Odysseus to the Mast: Evidence From a Commitment Savings Product in the Philippines,,2006,2006-05-01,,Oxford University Press,203860005.0,,,121.0,2.0,635,672.0,37,942,1766,Quarterly Journal of Economics,2150119583.0,17230.0,,2016-06-24,2248652353,40347166.0,3,Wesley Yin,University of Chicago (  ),15544,wesley yin,Wesley Yin,161318765.0,56,39,2011,2016-06-24
146,2317779785,22148,10.12775/EQUIL.2016.002,Journal,the impact of capital ratio on lending of eu banks the role of bank specialization and capitalization,THE IMPACT OF CAPITAL RATIO ON LENDING OF EU BANKS – THE ROLE OF BANK SPECIALIZATION AND CAPITALIZATION,,2016,2016-03-29,2016-03-31,Instytut Badań Gospodarczych,2738413198.0,,,11.0,1.0,43,59.0,40,3,3,Equilibrium. Quarterly Journal of Economics and Economic Policy,2317779785.0,21437.0,,2016-06-24,1786406236,23574469.0,2,Mateusz Pipień,Cracow university of Economics,16383,mateusz pipien,Mateusz Pipień,23574469.0,99,83,311,2016-06-24
146,2317779785,22148,10.12775/EQUIL.2016.002,Journal,the impact of capital ratio on lending of eu banks the role of bank specialization and capitalization,THE IMPACT OF CAPITAL RATIO ON LENDING OF EU BANKS – THE ROLE OF BANK SPECIALIZATION AND CAPITALIZATION,,2016,2016-03-29,2016-03-31,Instytut Badań Gospodarczych,2738413198.0,,,11.0,1.0,43,59.0,40,3,3,Equilibrium. Quarterly Journal of Economics and Economic Policy,2317779785.0,21437.0,,2016-06-24,2084167667,4654613.0,1,Małgorzata Olszak,University of Warsaw,16934,malgorzata olszak,Małgorzata Olszak,4654613.0,64,53,119,2016-06-24
146,2317779785,22148,10.12775/EQUIL.2016.002,Journal,the impact of capital ratio on lending of eu banks the role of bank specialization and capitalization,THE IMPACT OF CAPITAL RATIO ON LENDING OF EU BANKS – THE ROLE OF BANK SPECIALIZATION AND CAPITALIZATION,,2016,2016-03-29,2016-03-31,Instytut Badań Gospodarczych,2738413198.0,,,11.0,1.0,43,59.0,40,3,3,Equilibrium. Quarterly Journal of Economics and Economic Policy,2317779785.0,21437.0,,2016-06-24,2498405061,90656587.0,3,Sylwia Roszkowska,"University of  Łódź, #R##N#National Bank of Poland",16836,sylwia roszkowska,Sylwia Roszkowska,34250744.0,52,42,215,2016-08-23
147,1995293691,18788,10.1162/0033553041502216,Journal,booms busts and babies health,"Booms, Busts, and Babies' Health",,2004,2004-08-01,,Oxford University Press,203860005.0,,,119.0,3.0,1091,1130.0,30,371,645,Quarterly Journal of Economics,3122243398.0,18777.0,,2016-06-24,34678664,20089843.0,2,Adriana Lleras-Muney,Princeton University and NBER; .,14508,adriana llerasmuney,Adriana Lleras-Muney,161318765.0,123,68,7055,2016-06-24
147,1995293691,18788,10.1162/0033553041502216,Journal,booms busts and babies health,"Booms, Busts, and Babies' Health",,2004,2004-08-01,,Oxford University Press,203860005.0,,,119.0,3.0,1091,1130.0,30,371,645,Quarterly Journal of Economics,3122243398.0,18777.0,,2016-06-24,2311630709,78577930.0,1,Rajeev Dehejia,Columbia University & NBER.,14152,rajeev dehejia,Rajeev Dehejia,57206974.0,130,87,8927,2016-06-24
148,3122285926,21363,10.2307/1885374,Journal,equilibrium long term labor contracts,Equilibrium Long-Term Labor Contracts,,1983,1983-01-01,,,203860005.0,,,98.0,,23,,3,129,193,Quarterly Journal of Economics,3122285926.0,20990.0,,2021-02-01,1971599609,,1,Bengt Holmstrom,,12345,bengt holmstrom,Bengt Holmstrom,63966007.0,118,84,36910,2016-06-24
149,3123995475,19693,10.1162/QJEC.122.1.337,Journal,on committees of experts,On Committees of Experts,,2007,2007-02-01,2005-03-10,Oxford University Press,203860005.0,,,122.0,1.0,337,372.0,30,127,232,Quarterly Journal of Economics,3123995475.0,19380.0,,2021-02-01,237631100,913958620.0,2,Otto H. Swank,"Erasmus University Rotterdam, and Tinbergen Institute.",15637,otto h swank,Otto H. Swank,913958620.0,146,104,904,2016-06-24
149,3123995475,19693,10.1162/QJEC.122.1.337,Journal,on committees of experts,On Committees of Experts,,2007,2007-02-01,2005-03-10,Oxford University Press,203860005.0,,,122.0,1.0,337,372.0,30,127,232,Quarterly Journal of Economics,3123995475.0,19380.0,,2021-02-01,2139361264,913958620.0,1,Bauke Visser,"Erasmus University Rotterdam, and Tinbergen Institute.",16418,bauke visser,Bauke Visser,913958620.0,60,42,469,2016-06-24
150,3124357452,18101,10.3386/W12356,Journal,inside the family firm the role of families in succession decisions and performance,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,,2007,2007-05-01,2019-11-07,Oxford University Press,203860005.0,,,122.0,2.0,647,691.0,69,761,1655,Quarterly Journal of Economics,3124357452.0,17854.0,,2021-02-01,709021197,180519160.0,1,Morten Bennedsen,"Department of Economics, Copenhagen Business School and CEBR",15097,morten bennedsen,Morten Bennedsen,124055696.0,124,90,2971,2016-06-24
150,3124357452,18101,10.3386/W12356,Journal,inside the family firm the role of families in succession decisions and performance,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,,2007,2007-05-01,2019-11-07,Oxford University Press,203860005.0,,,122.0,2.0,647,691.0,69,761,1655,Quarterly Journal of Economics,3124357452.0,17854.0,,2021-02-01,2101182203,180519160.0,2,Kasper Meisner Nielsen,"Department of Finance, Copenhagen Business School and CEBR",15676,kasper meisner nielsen,Kasper Meisner Nielsen,180519160.0,94,73,2051,2016-06-24
150,3124357452,18101,10.3386/W12356,Journal,inside the family firm the role of families in succession decisions and performance,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,,2007,2007-05-01,2019-11-07,Oxford University Press,203860005.0,,,122.0,2.0,647,691.0,69,761,1655,Quarterly Journal of Economics,3124357452.0,17854.0,,2021-02-01,2304584314,57206974.0,4,Daniel Wolfenzon,"#N#Leonard N. Stern School of Business, New York University#N#",14617,daniel wolfenzon,Daniel Wolfenzon,78577930.0,56,33,5578,2016-06-24
150,3124357452,18101,10.3386/W12356,Journal,inside the family firm the role of families in succession decisions and performance,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,,2007,2007-05-01,2019-11-07,Oxford University Press,203860005.0,,,122.0,2.0,647,691.0,69,761,1655,Quarterly Journal of Economics,3124357452.0,17854.0,,2021-02-01,2557430682,78577930.0,3,Francisco Perez-Gonzalez,Graduate School of Business; Columbia University,15659,francisco perezgonzalez,Francisco Perez-Gonzalez,187481652.0,19,14,2274,2016-12-08
151,1999460879,24042,10.2307/1884746,Journal,does the consumer benefit from price instability,Does the Consumer Benefit from Price Instability,,1944,1944-08-01,,Oxford University Press,203860005.0,,,58.0,4.0,602,614.0,0,238,358,Quarterly Journal of Economics,,,,2016-06-24,2679230381,,1,Frederick V. Waugh,War Food Administration,16846,frederick v waugh,Frederick V. Waugh,,3,3,254,2017-06-30
152,2039785189,25364,10.2307/1884550,Journal,stabilization policy response and extension,Stabilization Policy: Response and Extension,,1980,1980-03-01,,Oxford University Press,203860005.0,,,94.0,2.0,423,427.0,2,0,0,Quarterly Journal of Economics,,,,2016-06-24,2430644732,87216513.0,1,Norman P. Obst, Michigan State University,17225,norman p obst,Norman P. Obst,87216513.0,21,19,166,2016-06-24
153,1936950916,24592,10.12775/EQUIL.2009.027,Journal,analiza porownawcza amerykanskiego i szwedzkiego systemu gospodarczego przez pryzmat teorii praw wlasności,Analiza porównawcza amerykańskiego i szwedzkiego systemu gospodarczego przez pryzmat teorii praw własności,,2009,2009-12-31,2009-12-31,Institute of Economic Research,2738413198.0,,,3.0,2.0,137,153.0,1,0,0,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2005569189,119233137.0,1,Paweł Umiński,Nicolaus Copernicus University,19787,pawel uminski,Paweł Umiński,119233137.0,4,4,2,2016-06-24
154,1991750554,23729,10.2307/1885534,Journal,the remembrance of things past rings and mules revisited,The Remembrance of Things Past: Rings and Mules Revisited,,1984,1984-05-01,,Oxford University Press,203860005.0,,,99.0,2.0,387,392.0,3,9,9,Quarterly Journal of Economics,,,,2016-06-24,2118259081,52357470.0,1,Lars G. Sandberg,Ohio State University,16449,lars g sandberg,Lars G. Sandberg,52357470.0,47,46,541,2016-06-24
155,2159068344,32212,10.2307/1883798,Journal,ricardo s criticisms of adam smith,Ricardo's Criticisms of Adam Smith,,1912,1912-08-01,,Oxford University Press,203860005.0,,,26.0,4.0,549,592.0,0,3,3,Quarterly Journal of Economics,,,,2016-06-24,2522990987,146655781.0,1,Robert A. Macdonald,"University of Liverpool,  England",21097,robert a macdonald,Robert A. Macdonald,146655781.0,1,1,3,2016-09-30
156,2168355525,20747,10.2307/2937904,Journal,the cyclical behavior of individual production series 1889 1984,"The Cyclical Behavior of Individual Production Series, 1889–1984",,1991,1991-02-01,,Oxford University Press,203860005.0,,,106.0,1.0,1,31.0,0,65,96,Quarterly Journal of Economics,,,,2016-06-24,740423593,95457486.0,1,Christina D. Romer,University of California–Berkeley.,13714,christina d romer,Christina D. Romer,95457486.0,151,84,8155,2016-06-24
157,2001022938,33889,10.2307/1885599,Journal,glasgow and its municipal industries,Glasgow and its Municipal Industries,,1895,1895-01-01,,Oxford University Press,203860005.0,,,9.0,2.0,188,194.0,0,19,19,Quarterly Journal of Economics,,,,2016-06-24,2318095388,7882870.0,1,William Smart,*University of Glasgow.,17926,william smart,William Smart,7882870.0,13,11,100,2016-06-24
158,2056723454,32598,10.2307/1882172,Journal,the isthmian canal factors affecting the choice of route,The Isthmian Canal: Factors Affecting the Choice of Route,,1902,1902-08-01,,Oxford University Press,203860005.0,,,16.0,4.0,514,536.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2629419173,79576946.0,1,Emory R. Johnson,#N#               * University of Pennsylvania.,19785,emory r johnson,Emory R. Johnson,79576946.0,4,4,2,2017-06-30
159,2124095880,28339,10.2307/1882452,Journal,the causes of price inflexibility,The Causes of Price Inflexibility,,1940,1940-05-01,,Oxford University Press,203860005.0,,,54.0,3.0,474,489.0,0,8,8,Quarterly Journal of Economics,,,,2016-06-24,2654044000,57206974.0,1,Jules Backman, New York University<sup>**</sup>,17988,jules backman,Jules Backman,57206974.0,10,10,30,2017-06-30
