,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
376,2510631225,35709,10.1086/251146,Journal,kinderarbeit und gesetzlicher kinderschutz in oesterreich sigmund kraus,Kinderarbeit und gesetzlicher Kinderschutz in Oesterreich. Sigmund Kraus,,1905,1905-03-01,,,95323914.0,,,13.0,2.0,303.0,306.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2319565087.0,,1.0,Julius Moersch,,19277.0,julius moersch,Julius Moersch,,7.0,7.0,1.0,2016-06-24
377,2105622745,22011,10.1111/J.1467-9485.2007.00417.X,Journal,economics of sport editor s introduction,ECONOMICS OF SPORT: EDITOR'S INTRODUCTION,,2007,2007-07-01,2007-06-06,Blackwell Publishing Ltd,111496547.0,,,54.0,3.0,309.0,313.0,10,4,4,Scottish Journal of Political Economy,,,,2016-06-24,2681806620.0,,1.0,John Vrooman,,16341.0,john vrooman,John Vrooman,200719446.0,19.0,17.0,791.0,2017-06-30
378,1968444917,20176,10.1086/261983,Journal,the price elasticity of hard drugs the case of opium in the dutch east indies 1923 1938,The price elasticity of hard drugs; The case of opium in the Dutch East Indies (1923-1938),,1995,1995-04-01,,University of Chicago,95323914.0,,,103.0,2.0,261.0,279.0,0,102,196,Journal of Political Economy,,,,2016-06-24,3121891595.0,,1.0,J.C. van Ours,,17803.0,j c van ours,J.C. van Ours,,1.0,1.0,102.0,2021-02-01
379,3187352011,27386,,,salarios e crescimento economico fundamentos da abordagem estruturalista num modelo neoclassico,Salários e crescimento econômico: fundamentos da abordagem estruturalista num modelo neoclássico,,1994,1994-04-01,,,,,,14.0,2.0,,,0,0,0,Brazilian Journal of Political Economy,,,,2021-08-16,3189766397.0,,1.0,Alexandre Rands Barros,,21226.0,alexandre rands barros,Alexandre Rands Barros,,1.0,1.0,0.0,2021-08-16
380,2510276864,34946,10.1086/251727,Journal,housing reform lawrence veiller,Housing Reform. Lawrence Veiller,,1910,1910-06-01,,,95323914.0,,,18.0,6.0,481.0,482.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2680877523.0,,1.0,Marion Talbot,,19585.0,marion talbot,Marion Talbot,,5.0,5.0,1.0,2017-06-30
381,2514527225,31495,10.1086/256212,Journal,the danube basin and the german economic sphere antonin basch,The Danube Basin and the German Economic Sphere. Antonín Basch,,1944,1944-12-01,,,95323914.0,,,52.0,4.0,366.0,367.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2667829395.0,,1.0,Werner J. Cahnman,,20123.0,werner j cahnman,Werner J. Cahnman,,3.0,3.0,1.0,2017-06-30
382,2011563394,21211,10.1086/261195,Journal,international trade and human capital a simple general equilibrium model,International Trade and Human Capital: A Simple General Equilibrium Model,,1983,1983-12-01,,The University of Chicago Press,95323914.0,,,91.0,6.0,957.0,978.0,22,205,311,Journal of Political Economy,,,,2016-06-24,730353680.0,,2.0,Henryk Kierzkowski,,14938.0,henryk kierzkowski,Henryk Kierzkowski,951315.0,50.0,45.0,3139.0,2016-06-24
382,2011563394,21211,10.1086/261195,Journal,international trade and human capital a simple general equilibrium model,International Trade and Human Capital: A Simple General Equilibrium Model,,1983,1983-12-01,,The University of Chicago Press,95323914.0,,,91.0,6.0,957.0,978.0,22,205,311,Journal of Political Economy,,,,2016-06-24,2026769602.0,,1.0,Ronald Findlay,,14646.0,ronald findlay,Ronald Findlay,78577930.0,115.0,105.0,3645.0,2016-06-24
383,1970547148,21622,10.1111/1467-9485.5002005,Journal,estimating households preferences for environmental amenities using equilibrium models of local jurisdictions,Estimating Households’ Preferences for Environmental Amenities Using Equilibrium Models of Local Jurisdictions,,2003,2003-05-01,2003-06-02,Blackwell Publishing,111496547.0,,,50.0,2.0,189.0,206.0,15,18,18,Scottish Journal of Political Economy,,,,2016-06-24,2406365343.0,165733156.0,2.0,Seong-Hoon Cho,*University of Georgia;,15306.0,seonghoon cho,Seong-Hoon Cho,75027704.0,225.0,194.0,2121.0,2016-06-24
383,1970547148,21622,10.1111/1467-9485.5002005,Journal,estimating households preferences for environmental amenities using equilibrium models of local jurisdictions,Estimating Households’ Preferences for Environmental Amenities Using Equilibrium Models of Local Jurisdictions,,2003,2003-05-01,2003-06-02,Blackwell Publishing,111496547.0,,,50.0,2.0,189.0,206.0,15,18,18,Scottish Journal of Political Economy,,,,2016-06-24,2676794377.0,131249849.0,1.0,JunJie Wu,[OREGON STATE UNIVERSITY],13812.0,junjie wu,JunJie Wu,84027002.0,550.0,480.0,14128.0,2017-06-30
384,2793317186,24042,10.1590/0101-31572017V37N03A10,,a lei de thirlwall multissetorial com fluxos de capitais uma analise do plano nacional de exportacoes 2015 2018 usando simulacoes computacionais,A lei de thirlwall multissetorial com fluxos de capitais: uma análise do plano nacional de exportações (2015-2018) usando simulações computacionais,,2017,2017-07-01,,Centro de Economia Política,,,,37.0,3.0,636.0,655.0,7,0,0,Brazilian Journal of Political Economy,,,,2018-03-29,2517164906.0,80850581.0,1.0,Guilherme Jonas C. Da Silva,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA,  BRAZIL",17636.0,guilherme jonas costa da silva,Guilherme Jonas Costa da Silva,80850581.0,32.0,32.0,35.0,2016-09-16
384,2793317186,24042,10.1590/0101-31572017V37N03A10,,a lei de thirlwall multissetorial com fluxos de capitais uma analise do plano nacional de exportacoes 2015 2018 usando simulacoes computacionais,A lei de thirlwall multissetorial com fluxos de capitais: uma análise do plano nacional de exportações (2015-2018) usando simulações computacionais,,2017,2017-07-01,,Centro de Economia Política,,,,37.0,3.0,636.0,655.0,7,0,0,Brazilian Journal of Political Economy,,,,2018-03-29,2517969187.0,80850581.0,2.0,Júlio Fernando Costa Santos,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA,  BRAZIL",18270.0,julio fernando costa santos,Júlio Fernando Costa Santos,80850581.0,18.0,17.0,12.0,2016-09-16
384,2793317186,24042,10.1590/0101-31572017V37N03A10,,a lei de thirlwall multissetorial com fluxos de capitais uma analise do plano nacional de exportacoes 2015 2018 usando simulacoes computacionais,A lei de thirlwall multissetorial com fluxos de capitais: uma análise do plano nacional de exportações (2015-2018) usando simulações computacionais,,2017,2017-07-01,,Centro de Economia Política,,,,37.0,3.0,636.0,655.0,7,0,0,Brazilian Journal of Political Economy,,,,2018-03-29,2634821353.0,80850581.0,3.0,Lívia Nalesso Baptista,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA,  BRAZIL",20128.0,livia nalesso baptista,Lívia Nalesso Baptista,80850581.0,3.0,3.0,0.0,2017-06-30
385,1548864980,23364,10.1080/08911916.2001.11042875,Journal,pro poor policies in egypt identification and assessment,Pro-Poor Policies in Egypt : Identification and Assessment,,2002,2002-04-01,2014-12-10,Informa UK Limited,113957626.0,,,32.0,2.0,67.0,96.0,0,5,5,International Journal of Political Economy,,,,2016-06-24,2917216725.0,184834183.0,1.0,Karima Korayem, a  Al-Azhar University,20316.0,karima korayem,Karima Korayem,184834183.0,2.0,2.0,9.0,2019-03-02
386,2512018982,34085,10.1086/253236,Journal,the traffic field samuel macclintock,The Traffic Field. Samuel MacClintock,,1919,1919-12-01,,,95323914.0,,,27.0,10.0,895.0,896.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2678421604.0,,1.0,L. C. Sorrell,,21226.0,l c sorrell,L. C. Sorrell,,1.0,1.0,0.0,2017-06-30
387,2511970068,28780,10.1086/259160,Journal,inflation and the theory of money r j ball,Inflation and the Theory of Money. R. J. Ball,,1966,1966-06-01,,,95323914.0,,,74.0,3.0,292.0,293.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2250430593.0,,1.0,Thomas Courchene,,15804.0,thomas j courchene,Thomas J. Courchene,204722609.0,91.0,89.0,740.0,2016-06-24
388,2064148870,28093,10.1086/256234,Journal,the fixing of foreign exchange rates,The Fixing of Foreign Exchange Rates,,1945,1945-03-01,,The University of Chicago Press,95323914.0,,,53.0,1.0,57.0,72.0,0,4,4,Journal of Political Economy,,,,2016-06-24,2313431307.0,,1.0,Frank M. Tamagna,,19260.0,frank m tamagna,Frank M. Tamagna,,6.0,6.0,7.0,2016-06-24
389,3126025750,20288,10.1016/S0176-2680(01)00028-3,Journal,economic and legal aspects of the most favored nation clause,Economic and legal aspects of the Most-Favored-Nation clause,,2001,2001-06-01,2001-06-25,North-Holland,100134864.0,,,17.0,2.0,233.0,279.0,54,61,92,European Journal of Political Economy,,,,2021-02-01,2664727471.0,161593684.0,1.0,Henrik Horn,"Institute for International Economic Studies, Stockholm University, S-106 91 Stockholm, Sweden",14644.0,henrik horn,Henrik Horn,77432436.0,133.0,92.0,2705.0,2017-06-30
389,3126025750,20288,10.1016/S0176-2680(01)00028-3,Journal,economic and legal aspects of the most favored nation clause,Economic and legal aspects of the Most-Favored-Nation clause,,2001,2001-06-01,2001-06-25,North-Holland,100134864.0,,,17.0,2.0,233.0,279.0,54,61,92,European Journal of Political Economy,,,,2021-02-01,2664727471.0,1325290502.0,1.0,Henrik Horn,"Centre for Economic Policy Research, 90–98 Goswell Road, London, EC1V 7RR, UK",14644.0,henrik horn,Henrik Horn,77432436.0,133.0,92.0,2705.0,2017-06-30
389,3126025750,20288,10.1016/S0176-2680(01)00028-3,Journal,economic and legal aspects of the most favored nation clause,Economic and legal aspects of the Most-Favored-Nation clause,,2001,2001-06-01,2001-06-25,North-Holland,100134864.0,,,17.0,2.0,233.0,279.0,54,61,92,European Journal of Political Economy,,,,2021-02-01,2896681249.0,57825437.0,2.0,Petros C Mavroidis,"Faculté de droit et des sciences économiques, Université de Neuchatel, CH-2000 Neuchatel, Switzerland",17032.0,petros c mavroidis,Petros C. Mavroidis,57825437.0,24.0,24.0,157.0,2018-10-26
389,3126025750,20288,10.1016/S0176-2680(01)00028-3,Journal,economic and legal aspects of the most favored nation clause,Economic and legal aspects of the Most-Favored-Nation clause,,2001,2001-06-01,2001-06-25,North-Holland,100134864.0,,,17.0,2.0,233.0,279.0,54,61,92,European Journal of Political Economy,,,,2021-02-01,2896681249.0,1325290502.0,2.0,Petros C Mavroidis,"Centre for Economic Policy Research, 90–98 Goswell Road, London, EC1V 7RR, UK",17032.0,petros c mavroidis,Petros C. Mavroidis,57825437.0,24.0,24.0,157.0,2018-10-26
390,2508414941,29831,10.1086/258678,Journal,principles of public utility rates james c bonbright,Principles of Public Utility Rates. James C. Bonbright,,1962,1962-08-01,,,95323914.0,,,70.0,4.0,412.0,412.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2646718234.0,,1.0,Ralph K. Davidson,,21226.0,ralph k davidson,Ralph K. Davidson,,1.0,1.0,0.0,2017-06-30
391,1977148597,22241,10.1111/J.1467-9485.1987.TB00210.X,Journal,incoming industry and structural change oil and the aberdeen economy,INCOMING INDUSTRY AND STRUCTURAL CHANGE: OIL AND THE ABERDEEN ECONOMY*,,1987,1987-02-01,,Wiley-Blackwell,111496547.0,,,34.0,1.0,69.0,90.0,8,19,19,Scottish Journal of Political Economy,,,,2016-06-24,1991801787.0,195460627.0,4.0,D. A. Newlands,University of Aberdeen,16403.0,david newlands,David Newlands,195460627.0,45.0,44.0,642.0,2016-06-24
391,1977148597,22241,10.1111/J.1467-9485.1987.TB00210.X,Journal,incoming industry and structural change oil and the aberdeen economy,INCOMING INDUSTRY AND STRUCTURAL CHANGE: OIL AND THE ABERDEEN ECONOMY*,,1987,1987-02-01,,Wiley-Blackwell,111496547.0,,,34.0,1.0,69.0,90.0,8,19,19,Scottish Journal of Political Economy,,,,2016-06-24,2119219801.0,195460627.0,1.0,A. H. Harris,University of Aberdeen,14222.0,anthony harris,Anthony Harris,129604602.0,384.0,378.0,9233.0,2016-06-24
391,1977148597,22241,10.1111/J.1467-9485.1987.TB00210.X,Journal,incoming industry and structural change oil and the aberdeen economy,INCOMING INDUSTRY AND STRUCTURAL CHANGE: OIL AND THE ABERDEEN ECONOMY*,,1987,1987-02-01,,Wiley-Blackwell,111496547.0,,,34.0,1.0,69.0,90.0,8,19,19,Scottish Journal of Political Economy,,,,2016-06-24,2250461260.0,195460627.0,3.0,A. J. McGuire,University of Aberdeen,13231.0,alistair mcguire,Alistair McGuire,909854389.0,366.0,342.0,26030.0,2016-06-24
391,1977148597,22241,10.1111/J.1467-9485.1987.TB00210.X,Journal,incoming industry and structural change oil and the aberdeen economy,INCOMING INDUSTRY AND STRUCTURAL CHANGE: OIL AND THE ABERDEEN ECONOMY*,,1987,1987-02-01,,Wiley-Blackwell,111496547.0,,,34.0,1.0,69.0,90.0,8,19,19,Scottish Journal of Political Economy,,,,2016-06-24,2660134467.0,195460627.0,2.0,M. G. Lloyd,University of Aberdeen,19232.0,m g lloyd,M. G. Lloyd,195460627.0,2.0,2.0,32.0,2017-06-30
392,2169123286,26516,10.1111/J.1467-9485.1975.TB00051.X,Journal,review section industrial economics,REVIEW SECTION: INDUSTRIAL ECONOMICS,,1975,1975-02-01,,Blackwell Publishing Ltd,111496547.0,,,22.0,1.0,107.0,115.0,0,0,0,Scottish Journal of Political Economy,,,,2016-06-24,2116738793.0,79510175.0,1.0,K. D. George,(University College Cardiff),18969.0,kenneth george,Kenneth D. George,79510175.0,3.0,3.0,26.0,2016-06-24
393,1762438977,21129,10.1016/J.EJPOLECO.2015.10.002,Journal,financial crisis begets financial reform the origin of the crisis matters,Financial crisis begets financial reform? The origin of the crisis matters,,2015,2015-12-01,2015-10-19,North-Holland,100134864.0,,,40.0,,1.0,15.0,22,17,17,European Journal of Political Economy,,,,2016-06-24,2777104230.0,1310145890.0,1.0,Sébastien Waelti,"International Monetary Fund, 700 19th St., NW, Washington, DC 20431, USA",20035.0,sebastien waelti,Sébastien Waelti,1310145890.0,2.0,2.0,20.0,2018-01-05
394,1971173307,19564,10.1086/262014,Journal,lessons from the bell curve,Lessons from the Bell Curve,,1995,1995-10-01,,The University of Chicago Press,95323914.0,,,103.0,5.0,1091.0,1120.0,34,197,295,Journal of Political Economy,,,,2016-06-24,1877272218.0,,1.0,James J. Heckman,,11385.0,james j heckman,James J. Heckman,40347166.0,891.0,542.0,113601.0,2016-06-24
395,3170649004,22095,10.1016/J.EJPOLECO.2021.102048,Journal,inclusive institutions unequal outcomes democracy state capacity and income inequality,"Inclusive institutions, unequal outcomes: Democracy, state capacity, and income inequality",,2021,2021-06-04,2021-06-04,North-Holland,100134864.0,,,70.0,,102048.0,,80,1,1,European Journal of Political Economy,,,,2021-06-22,2113256705.0,155660961.0,1.0,Hector Bahamonde,"University of Turku , Finland",19355.0,hector bahamonde,Héctor Bahamonde,155660961.0,6.0,6.0,9.0,2016-06-24
395,3170649004,22095,10.1016/J.EJPOLECO.2021.102048,Journal,inclusive institutions unequal outcomes democracy state capacity and income inequality,"Inclusive institutions, unequal outcomes: Democracy, state capacity, and income inequality",,2021,2021-06-04,2021-06-04,North-Holland,100134864.0,,,70.0,,102048.0,,80,1,1,European Journal of Political Economy,,,,2021-06-22,3183023583.0,114832834.0,2.0,Mart Trasberg,Tulane University (USA),21214.0,mart trasberg,Mart Trasberg,114832834.0,1.0,1.0,1.0,2021-07-19
396,2070440183,18997,10.1086/261740,Journal,poverty and the rate of time preference evidence from panel data,Poverty and the Rate of Time Preference: Evidence from Panel Data,,1991,1991-02-01,,The University of Chicago Press,95323914.0,,,99.0,1.0,54.0,77.0,20,696,1073,Journal of Political Economy,,,,2016-06-24,2629996683.0,,1.0,Emily C. Lawrance,,16398.0,emily c lawrance,Emily C. Lawrance,,1.0,1.0,696.0,2017-06-30
397,2116008616,22420,10.1016/J.EJPOLECO.2015.04.006,Journal,expropriation risk and competition within the military,Expropriation risk and competition within the military,,2015,2015-09-01,2015-05-06,North-Holland,100134864.0,,,39.0,,125.0,149.0,35,0,0,European Journal of Political Economy,,,,2016-06-24,2044646862.0,79891267.0,1.0,Madhav S. Aney,"School of Economics, Singapore Management University. 90 Stamford Road, 178903, Singapore",18200.0,madhav shrihari aney,Madhav Shrihari Aney,79891267.0,20.0,18.0,18.0,2016-06-24
397,2116008616,22420,10.1016/J.EJPOLECO.2015.04.006,Journal,expropriation risk and competition within the military,Expropriation risk and competition within the military,,2015,2015-09-01,2015-05-06,North-Holland,100134864.0,,,39.0,,125.0,149.0,35,0,0,European Journal of Political Economy,,,,2016-06-24,2132386765.0,172675005.0,2.0,Giovanni Ko,"Division of Economics, School of Humanities and Social Sciences; Nanyang Technological University; 14 Nanyang Drive 637332 Singapore",19020.0,giovanni ko,Giovanni Ko,79891267.0,9.0,7.0,3.0,2016-06-24
398,2001848728,33838,10.1086/253357,Journal,courses in advertising,Courses in Advertising,,1921,1921-05-01,,The University of Chicago Press,95323914.0,,,29.0,5.0,410.0,423.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2690833738.0,,1.0,Daniel Starch,,21226.0,daniel starch,Daniel Starch,,1.0,1.0,0.0,2017-06-30
399,1974940523,20134,10.1086/260491,Journal,temporary layoffs in the theory of unemployment,Temporary Layoffs in the Theory of Unemployment,,1976,1976-10-01,,The University of Chicago Press,95323914.0,,,84.0,5.0,937.0,957.0,15,391,598,Journal of Political Economy,,,,2016-06-24,2084647615.0,,1.0,Martin Feldstein,,12145.0,martin feldstein,Martin Feldstein,136199984.0,1008.0,633.0,27104.0,2016-06-24
400,2509034264,32544,10.1086/253845,Journal,correlation and machine calculation h a wallace george w snedecor,"Correlation and Machine Calculation. H. A. Wallace , George W. Snedecor",,1927,1927-04-01,,,95323914.0,,,35.0,2.0,309.0,311.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2042712148.0,,1.0,Henry Schultz,,15030.0,henry schultz,Henry Schultz,,43.0,43.0,567.0,2016-06-24
401,2094267270,30085,10.1086/253026,Journal,some advantages of the logarithmic scale in statistical diagrams,Some Advantages of the Logarithmic Scale in Statistical Diagrams,,1917,1917-10-01,,The University of Chicago Press,95323914.0,,,25.0,8.0,805.0,841.0,0,8,8,Journal of Political Economy,,,,2016-06-24,2473037956.0,,1.0,James A. Field,,18069.0,james a field,James A. Field,,6.0,6.0,8.0,2016-07-22
402,1998674363,28698,10.1086/259319,Journal,competition and efficiency in the banking system comment,Competition and Efficiency in the Banking System: Comment,,1967,1967-08-01,,The University of Chicago Press,95323914.0,,,75.0,,479.0,481.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2032657339.0,,1.0,Donald D. Hester,,15892.0,donald d hester,Donald D. Hester,,40.0,35.0,514.0,2016-06-24
403,2510515790,31178,10.1086/255605,Journal,the functions of the executive chester l barnard,The Functions of the Executive. Chester L. Barnard,,1940,1940-08-01,,,95323914.0,,,48.0,4.0,612.0,613.0,0,1,1,Journal of Political Economy,,,,2016-09-16,2668048714.0,,1.0,Charles S. Ascher,,20119.0,charles s ascher,Charles S. Ascher,,3.0,3.0,1.0,2017-06-30
404,2518318692,35329,10.1086/250705,Journal,a municipal program report of a committee of the national municipal league,A Municipal Program: Report of a Committee of the National Municipal League.,,1900,1900-09-01,,,95323914.0,,,8.0,4.0,556.0,558.0,0,1,1,Journal of Political Economy,,,,2016-09-16,2313015877.0,,1.0,John H. Gray,,19612.0,john h gray,John H. Gray,,5.0,5.0,1.0,2016-06-24
405,3161652187,22031,10.1590/0101-35172004-1619,,monetary orthodoxy and heterodoxy the question of currency neutrality,Monetary orthodoxy and heterodoxy: the question of currency neutrality,,2004,2004-09-01,,Centro de Economia Política,,,,24.0,3.0,323.0,345.0,0,4,4,Brazilian Journal of Political Economy,,,,2021-05-24,1979432333.0,150729083.0,1.0,Maria De Lourdes Rollemberg Mollo,"Universidade de Brasília, Brasília, Brasil",16836.0,maria de lourdes rollemberg mollo,Maria de Lourdes Rollemberg Mollo,150729083.0,58.0,55.0,168.0,2016-06-24
406,2067795935,30662,10.1086/253335,Journal,the quantity theory and recent statistical studies,The Quantity Theory and Recent Statistical Studies,,1921,1921-03-01,,The University of Chicago Press,95323914.0,,,29.0,3.0,213.0,221.0,0,3,3,Journal of Political Economy,,,,2016-06-24,2431432318.0,,1.0,G. R. Davies,,19778.0,g r davies,G. R. Davies,,1.0,1.0,3.0,2016-06-24
407,1573220629,28907,,Repository,378 s dm 128 joseph a schumpeter aufsatze zur wirtschaftspolitik herausgegeben und eingeleitet von wolfgang f stolper und christian seidl j c b mohr paul siebeck 1985,"378 S., DM 128,--Joseph A. Schumpeter, Aufsatze zur Wirtschaftspolitik. Herausgegeben und eingeleitet von Wolfgang F. Stolper und Christian Seidl, J.C.B. Mohr (Paul Siebeck) (1985)",,1986,1986-01-01,,Elsevier,100134864.0,,,2.0,1.0,125.0,128.0,0,0,0,European Journal of Political Economy,,,,2016-06-24,2671530278.0,,1.0,Fritz Neumark,,20113.0,fritz neumark,Fritz Neumark,,2.0,2.0,16.0,2017-06-30
408,2507415695,35896,10.1086/251022,Journal,dictionnaire du commerce de l industrie et de la banque yves guyot a raffalovich,"Dictionnaire du commerce de l'industrie et de la banque. Yves Guyot , A. Raffalovich",,1903,1903-12-01,,,95323914.0,,,12.0,1.0,144.0,144.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2315353171.0,,1.0,George M. Fisk,,18587.0,george mygatt fisk,George Mygatt Fisk,,14.0,14.0,0.0,2016-06-24
409,1969462059,28140,10.1086/256348,Journal,experience under intergovernmental commodity agreements 1902 45,"Experience Under Intergovernmental Commodity Agreements, 1902-45",,1946,1946-06-01,,The University of Chicago Press,95323914.0,,,54.0,3.0,193.0,220.0,0,9,9,Journal of Political Economy,,,,2016-06-24,2578340087.0,,1.0,Joseph S. Davis,,18586.0,joseph s davis,Joseph S. Davis,,3.0,3.0,45.0,2017-01-26
410,2790326239,21146,10.1016/J.EJPOLECO.2018.03.003,Journal,on the measurement of voter ideology,On the measurement of voter ideology,,2018,2018-12-01,2018-03-12,ELSEVIER SCIENCE INC,100134864.0,,,55.0,55.0,417.0,432.0,43,9,9,European Journal of Political Economy,,,,2018-03-29,1943819950.0,169381384.0,3.0,Harry Garretsen,"University of Groningen, Faculty of Economics and Business, Nettelbosje 2, 9700AV Groningen, the Netherlands",14528.0,harry garretsen,Harry Garretsen,169381384.0,298.0,261.0,4272.0,2016-06-24
410,2790326239,21146,10.1016/J.EJPOLECO.2018.03.003,Journal,on the measurement of voter ideology,On the measurement of voter ideology,,2018,2018-12-01,2018-03-12,ELSEVIER SCIENCE INC,100134864.0,,,55.0,55.0,417.0,432.0,43,9,9,European Journal of Political Economy,,,,2018-03-29,2055342178.0,169381384.0,2.0,Richard Jong-A-Pin,"University of Groningen, Faculty of Economics and Business, Nettelbosje 2, 9700AV Groningen, the Netherlands",16163.0,richard jongapin,Richard Jong-A-Pin,169381384.0,67.0,46.0,1244.0,2016-06-24
410,2790326239,21146,10.1016/J.EJPOLECO.2018.03.003,Journal,on the measurement of voter ideology,On the measurement of voter ideology,,2018,2018-12-01,2018-03-12,ELSEVIER SCIENCE INC,100134864.0,,,55.0,55.0,417.0,432.0,43,9,9,European Journal of Political Economy,,,,2018-03-29,2590650329.0,169381384.0,1.0,Maite D. Laméris,"University of Groningen, Faculty of Economics and Business, Nettelbosje 2, 9700AV Groningen, the Netherlands",18866.0,maite d lameris,Maite D. Laméris,169381384.0,10.0,7.0,13.0,2017-03-03
411,2011032915,22292,10.1086/258732,Journal,regulation of natural gas pipeline companies an economic analysis,Regulation of Natural Gas Pipeline Companies: An Economic Analysis,,1963,1963-02-01,,The University of Chicago Press,95323914.0,,,71.0,1.0,30.0,43.0,0,78,114,Journal of Political Economy,,,,2016-06-24,725482176.0,,1.0,Stanislaw H. Wellisz,,15172.0,stanislaw wellisz,Stanislaw Wellisz,78577930.0,37.0,33.0,1275.0,2016-06-24
412,2090744706,24651,10.1016/0176-2680(89)90025-6,Journal,election outcomes and the stockmarket,Election outcomes and the stockmarket,,1989,1989-01-01,2002-03-19,North-Holland,100134864.0,,,5.0,1.0,21.0,30.0,17,4,4,European Journal of Political Economy,,,,2016-06-24,3145736302.0,193700539.0,1.0,Frederick van der Ploeg,"CentER, Tilburg University, 5000 LE, Tilburg, The Netherlands",19601.0,frederick van der ploeg,Frederick van der Ploeg,193700539.0,3.0,3.0,33.0,2021-04-13
413,2046593138,21794,10.1016/J.EJPOLECO.2006.12.002,Journal,trade protection to reduce redistribution,Trade protection to reduce redistribution,,2007,2007-09-01,2007-04-12,North-Holland,100134864.0,,,23.0,3.0,790.0,805.0,23,3,3,European Journal of Political Economy,,,,2016-06-24,2065261616.0,204250578.0,2.0,Priya Ranjan,"Department of Economics, University of California-Irvine, Irvine, California 92697, USA",15905.0,priya ranjan,Priya Ranjan,204250578.0,76.0,58.0,1572.0,2016-06-24
413,2046593138,21794,10.1016/J.EJPOLECO.2006.12.002,Journal,trade protection to reduce redistribution,Trade protection to reduce redistribution,,2007,2007-09-01,2007-04-12,North-Holland,100134864.0,,,23.0,3.0,790.0,805.0,23,3,3,European Journal of Political Economy,,,,2016-06-24,2109808196.0,204250578.0,1.0,Amihai Glazer,"Department of Economics, University of California-Irvine, Irvine, California 92697, USA",14564.0,amihai glazer,Amihai Glazer,204250578.0,348.0,271.0,3529.0,2016-06-24
414,2048658889,22418,10.1086/259906,Journal,optimum durability second hand markets and planned obsolescence,"Optimum Durability, Second-Hand Markets, and Planned Obsolescence",,1972,1972-05-01,,The University of Chicago Press,95323914.0,,,80.0,3.0,575.0,585.0,13,80,151,Journal of Political Economy,,,,2016-06-24,2147235358.0,,1.0,Peter L. Swan,,14970.0,peter l swan,Peter L. Swan,31746571.0,135.0,129.0,1722.0,2016-06-24
415,2078788290,34975,10.1086/250581,Journal,further data of anthropo sociology,Further Data of Anthropo-Sociology,,1899,1899-03-01,,The University of Chicago,95323914.0,,,7.0,2.0,238.0,252.0,0,2,2,Journal of Political Economy,,,,2016-06-24,2313023320.0,,1.0,Carlos C. Closson,,18087.0,carlos c closson,Carlos C. Closson,,21.0,21.0,35.0,2016-06-24
416,2035328471,26268,10.1086/259986,Journal,time series changes in personal income inequality in the united states from 1939 with projections to 1985 comment,"Time-Series Changes in Personal Income Inequality in the United States from 1939, with Projections to 1985: Comment",,1972,1972-05-01,,The University of Chicago Press,95323914.0,,,80.0,3.0,67.0,71.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2583141290.0,,1.0,Mary Jean Bowman,,16606.0,mary jean bowman,Mary Jean Bowman,,18.0,18.0,325.0,2017-02-10
417,2509259046,32809,10.1086/254491,Journal,kapital und kapitalismus bernhard harms,Kapital und Kapitalismus. Bernhard Harms,,1933,1933-06-01,,,95323914.0,,,41.0,3.0,406.0,408.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2317404655.0,,1.0,Leo Rogin,,19083.0,leo rogin,Leo Rogin,,7.0,7.0,6.0,2016-06-24
418,3185957342,24503,,Repository,national policy space,National policy space,,2021,2021-01-01,2021-07-27,Center of Political Economy,,,,41.0,3.0,447.0,465.0,0,0,0,Brazilian Journal of Political Economy,,,,2021-08-02,3185268143.0,,1.0,Thomas Palley,,21226.0,thomas palley,Thomas Palley,,1.0,1.0,0.0,2021-08-02
